范围,题目,答案
中医内科,"题干描述：加味桔梗汤治疗下列何证
选项A：肺痈溃脓期
选项B：肺痈成痈期
选项C：咳嗽痰热郁肺
选项D：实喘痰热郁肺
选项E：肺胀痰热郁肺",A
中医内科,"题干描述：肺痈的诊断，主要应掌握下列哪项
选项A：咳嗽
选项B：胸痛
选项C：发热口干
选项D：咳吐腥臭脓痰
选项E：脉滑数",D
中医内科,"题干描述：咳吐大量脓血痰，或如米粥，腥臭异常，有时咯血，胸中烦满而痛，证属
选项A：肺痈成痈期
选项B：初期
选项C：溃脓期
选项D：恢复期
选项E：以上都不是",C
中医内科,"题干描述：肺痈溃脓期的治疗主方是
选项A：银翘散
选项B：千金苇茎汤
选项C：如金解毒散
选项D：桔梗杏仁煎
选项E：以上都不是",E
中医内科,"题干描述：《千金》苇茎汤用于治疗下列哪个病最为适合
选项A：肺痈
选项B：肺痿
选项C：肺胀
选项D：肺消
选项E：肺痨",A
中医内科,"题干描述：肺痈恢复期的病机是
选项A：痰热与瘀血壅阻肺络，肉腐血败
选项B：热壅血瘀，蕴酿成痈
选项C：风热犯表，内郁于肺
选项D：邪去正虚，阴伤气耗
选项E：痰热阻肺，肺气上逆",D
中医内科,"题干描述：肺痈溃脓期若气虚不能托脓，可在辨证用药的基础上加入
选项A：党参
选项B：生黄芪
选项C：柴胡
选项D：升麻
选项E：薏苡仁",B
中医内科,"题干描述：肺痈成痈化脓的病理基础，主要在于
选项A：痰热壅盛
选项B：热伤血脉
选项C：血脉瘀滞
选项D：热壅血瘀
选项E：气滞血瘀",D
中医内科,"题干描述：肺痈患者，壮热面赤，咳嗽气急，咯痰腥臭，痰色黄绿，口渴。其治法是
选项A：清肺化痰活血
选项B：排脓解毒
选项C：养阴清肺解毒
选项D：清肺化瘀消痈
选项E：清热解毒化痰",D
中医内科,"题干描述：患者咳嗽，胸痛，发热，咯吐腥臭浊痰及脓血，应诊断为
选项A：肺痿
选项B：咳嗽
选项C：肺痨
选项D：肺痈
选项E：肺胀",D
中医内科,"题干描述：患者始恶寒发热，咳嗽，咳白色黏痰，痰量逐渐增多，胸痛，咳则尤甚，呼吸不利，口干鼻燥，苔薄黄，脉浮数。应诊断为
选项A：风热咳嗽
选项B：燥热咳嗽
选项C：初期肺痈
选项D：风热感冒
选项E：成痈期肺痈",C
中医内科,"题干描述：肺痈初期应选
选项A：千金苇茎汤合如金解毒散
选项B：银翘散
选项C：葶苈大枣泻肺汤
选项D：沙参麦冬汤或桔梗杏仁煎
选项E：加味桔梗汤",B
中医内科,"题干描述：肺痈成痈期应选
选项A：千金苇茎汤合如金解毒散
选项B：银翘散
选项C：葶苈大枣泻肺汤
选项D：沙参麦冬汤或桔梗杏仁煎
选项E：加味桔梗汤",A
中医内科,"题干描述：肺痈溃脓期应选
选项A：千金苇茎汤合如金解毒散
选项B：银翘散
选项C：葶苈大枣泻肺汤
选项D：沙参麦冬汤或桔梗杏仁煎
选项E：加味桔梗汤",E
中医内科,"题干描述：肺痈恢复期应选
选项A：千金苇茎汤合如金解毒散
选项B：银翘散
选项C：葶苈大枣泻肺汤
选项D：沙参麦冬汤或桔梗杏仁煎
选项E：加味桔梗汤",D
中医内科,"题干描述：肺痈成痈期，当用何治法
选项A：益气养阴，排脓解毒
选项B：清热解毒，化瘀消痈
选项C：益气养阴清热
选项D：疏风散热，清肺化痰
选项E：清热解毒，排脓消痈",B
中医内科,"题干描述：肺痈初期，当用何治法
选项A：益气养阴，排脓解毒
选项B：清热解毒，化瘀消痈
选项C：益气养阴清热
选项D：疏风散热，清肺化痰
选项E：清热解毒，排脓消痈",D
中医内科,"题干描述：治疗肺痨之虚火灼肺证，应首选的方剂是
选项A：保真汤
选项B：补天大造丸
选项C：参苓白术散
选项D：月华丸
选项E：百合固金汤合秦艽鳖甲散",E
中医内科,"题干描述：肺痨患者症见咳嗽无力，气短声低，自汗畏风，舌质转淡，其虚损性质是
选项A：阳虚
选项B：阴阳两虚
选项C：阴虚
选项D：气阴两虚
选项E：气虚",E
中医内科,"题干描述：肺痨之虚火灼肺证的证机概要是
选项A：阴伤及阳，精气虚竭，肺、脾、肾俱损
选项B：肺肾阴伤，燥热内灼，肺肾俱损
选项C：阴虚肺燥，肺失滋润，肺伤络损
选项D：阴伤气耗，肺脾两虚，肺气不清，脾虚不健
选项E：肺肾阴伤，水亏火旺，燥热内灼，络损血溢",E
中医内科,"题干描述：肺痨的外在致病因素是
选项A：燥邪
选项B：痨虫
选项C：痰浊
选项D：瘀血
选项E：水饮",B
中医内科,"题干描述：滋阴降火是哪一型肺痨的治法
选项A：肺阴亏虚
选项B：虚火灼肺
选项C：气阴耗伤
选项D：阴阳虚损
选项E：气血不足",B
中医内科,"题干描述：肺痨虚火灼肺，咳血较著者，在辨证方中宜加入
选项A：当归、三七
选项B：泽兰、红花
选项C：黑山栀、紫珠草
选项D：冬虫夏草、蛤蚧
选项E：木蝴蝶、诃子",C
中医内科,"题干描述：虚劳与肺痨的鉴别要点主要在于
选项A：有无咳血盗汗
选项B：有无肺虚见证
选项C：有无五脏虚损证候
选项D：有无传染性
选项E：有无干咳",D
中医内科,"题干描述：补天大造丸治疗肺痨的证型是
选项A：肺阴亏虚
选项B：阴阳两虚
选项C：虚火灼肺
选项D：气阴耗伤
选项E：肺肾两虚",B
中医内科,"题干描述：肺痨日久可以进一步影响其他脏腑，其中关系最密切的是
选项A：心肺
选项B：脾肾
选项C：心肝
选项D：肝肾
选项E：肝脾",B
中医内科,"题干描述：虚证肺痨之病理属性以何为主
选项A：阴虚
选项B：阳虚
选项C：气虚
选项D：血虚
选项E：阴虚火旺",A
中医内科,"题干描述：患者，男，27岁。有与肺痨病人接触史。干咳少痰，咳声短促，痰中带血，五心烦热，时有盗汗，形体消瘦，胸部闷痛隐隐，舌红少苔，脉细数。其诊断是
选项A：内伤咳嗽，肺阴亏耗
选项B：肺痨，肺阴亏损
选项C：哮证，肺虚
选项D：喘证，肺虚
选项E：虚劳，肺阴虚",B
中医内科,"题干描述：患者肺痨迁延9年余，咳嗽痰白质稀，声低气怯，午后潮红，面颧红赤，神疲，纳少，大便溏薄，自汗，盗汗，偶有痰中带血，面色少华，舌光，边有齿印，脉细弱。方选
选项A：百合固金汤加减
选项B：补天大造丸加减
选项C：月华丸加减
选项D：参苓白术散加减
选项E：秦艽鳖甲散加减",D
中医内科,"题干描述：某女，病起半年，晚间呛咳，痰少质黏，痰中带血，口干咽燥，心烦失眠，盗汗，大便干结，舌质干红，苔薄黄，脉细数。治法宜用
选项A：滋阴润肺
选项B：益气养阴
选项C：滋阴降火
选项D：健脾生血
选项E：润燥化痰",C
中医内科,"题干描述：咳嗽肺阴亏耗证的代表方首选
选项A：麦门冬汤
选项B：沙参麦冬汤
选项C：秦艽鳖甲散
选项D：百合固金汤
选项E：月华丸",B
中医内科,"题干描述：肺痨肺阴亏虚证的代表方首选
选项A：麦门冬汤
选项B：沙参麦冬汤
选项C：秦艽鳖甲散
选项D：百合固金汤
选项E：月华丸",E
中医内科,"题干描述：气阴耗伤型肺痨的治法是
选项A：滋阴止咳
选项B：滋阴降火
选项C：益气养阴
选项D：滋阴补阳
选项E：滋阴润肺",C
中医内科,"题干描述：肺阴亏虚型肺痨的治法是
选项A：滋阴止咳
选项B：滋阴降火
选项C：益气养阴
选项D：滋阴补阳
选项E：滋阴润肺",E
中医内科,"题干描述：治疗肺胀之痰浊壅肺证，应首选的方剂是
选项A：苏子降气汤合三子养亲汤
选项B：越婢加半夏汤
选项C：桑白皮汤
选项D：真武汤合五苓散
选项E：平喘固本汤合补肺汤",A
中医内科,"题干描述：下列各项，不属肺胀实证治疗原则的是
选项A：祛邪宣肺
选项B：降气化痰
选项C：温阳利水
选项D：益肾健脾
选项E：开窍息风",D
中医内科,"题干描述：肺胀的病理因素是
选项A：痰浊、水饮、外邪
选项B：痰浊、外邪、血瘀
选项C：痰浊、水饮、血瘀
选项D：痰浊、气滞、血瘀
选项E：痰浊、水饮、气滞",C
中医内科,"题干描述：肺胀最特征性的主症是
选项A：发作性痰鸣气喘
选项B：喘促气急
选项C：咳嗽咳痰
选项D：胸部膨满，憋闷如塞
选项E：胸胁饱满，咳睡引痛",D
中医内科,"题干描述：肺胀的病位在肺，继则影响到
选项A：心、脾，后期病及于肾
选项B：脾、肾，后期病及于心
选项C：肝、肾，后期病及于心
选项D：肝、脾，后期病及于心
选项E：心、肝，后期病及于肾",B
中医内科,"题干描述：肺胀之阳虚水泛证当选下列何法治疗
选项A：温肺散寒，降逆涤痰
选项B：清肺泄热，降逆平喘
选项C：涤痰祛瘀，泻肺平喘
选项D：补肺纳肾，降气平喘
选项E：温肾健脾，化饮利水",E
中医内科,"题干描述：小青龙汤治疗肺胀哪一型
选项A：外寒内饮
选项B：痰热郁肺
选项C：痰蒙神窍
选项D：肺肾气虚
选项E：阳虚水泛",A
中医内科,"题干描述：痰热郁肺证肺胀的治法是
选项A：宣肺化痰，止咳定喘
选项B：清热解毒，止咳化痰
选项C：清肺化痰，降逆平喘
选项D：辛凉解表，止咳化痰
选项E：养阴清肺，化痰降气",C
中医内科,"题干描述：下列除哪项外，均为痰热郁肺型肺胀的主症
选项A：咳逆喘息气粗
选项B：胸满烦躁，目胀睛突
选项C：痰黄或白，黏稠难咯
选项D：痰稀易咯出
选项E：舌苔黄腻，脉滑数",D
中医内科,"题干描述：肺胀的病理性质为本虚标实，下列哪项不属标实的内容
选项A：痰浊
选项B：水饮
选项C：瘀血
选项D：气滞
选项E：食滞",E
中医内科,"题干描述：肺胀后期容易波及的脏腑是
选项A：肝
选项B：肺
选项C：大肠
选项D：心
选项E：以上均非",D
中医内科,"题干描述：治疗痰热郁肺型肺胀的首选方剂是
选项A：清金化痰汤
选项B：越婢加半夏汤
选项C：小青龙加石膏汤
选项D：麻杏石甘汤
选项E：定喘汤",B
中医内科,"题干描述：患者肺胀病史20年，呼吸浅促难续，声低气怯，倚息不能平卧，胸闷如窒，心慌，咳痰不爽，脉沉数无力。治疗应首选
选项A：金匮肾气丸
选项B：平喘固本汤
选项C：真武汤
选项D：大补元煎
选项E：七味都气丸",B
中医内科,"题干描述：患者呼吸浅短难续，咳声低怯，胸满短气，倚息不能平卧，咳嗽，痰白如沫，咳吐不利，心悸，形寒汗出，面色晦暗，舌黯紫，脉沉细无力，当用何法治疗
选项A：温肺散寒，降逆涤痰
选项B：清肺泄热，降逆平喘
选项C：涤痰祛瘀，泻肺平喘
选项D：补肺纳肾，降气平喘
选项E：温阳化饮，宣肺平喘",D
中医内科,"题干描述：患者症见胸部膨满，憋闷如塞，短气喘息，稍劳即著，咳嗽痰多，色白黏腻，畏风易汗，脘痞纳少，倦怠乏力，舌暗，苔薄腻，脉小滑。属肺胀何种证型
选项A：痰热郁肺
选项B：痰浊壅肺
选项C：痰蒙神窍
选项D：肺肾气虚
选项E：阳虚水泛",B
中医内科,"题干描述：肺胀宜用真武汤合五苓散治疗的证候是
选项A：阳虚水泛证
选项B：痰蒙神窍证
选项C：痰浊壅肺证
选项D：肺肾气虚证
选项E：外寒内饮证",A
中医内科,"题干描述：肺胀宜用苏子降气汤合三子养亲汤治疗的证候是
选项A：阳虚水泛证
选项B：痰蒙神窍证
选项C：痰浊壅肺证
选项D：肺肾气虚证
选项E：外寒内饮证",C
中医内科,"题干描述：下列关于肺痿治疗的各项叙述中，错误的是
选项A：重视调理肝肾
选项B：以补肺生津为原则
选项C：不可妄投燥热，以免助火伤津
选项D：忌苦寒滋腻碍胃
选项E：慎用祛痰峻剂",A
中医内科,"题干描述：治疗肺痿虚寒证，应首选的方剂是
选项A：七味都气丸
选项B：麦门冬汤
选项C：麻黄升麻汤
选项D：甘草干姜汤
选项E：清燥救肺汤",D
中医内科,"题干描述：肺痿的特征性症状是
选项A：咳大量脓血痰
选项B：胸胁饱满，咳唾引痛
选项C：咳吐浊唾涎沫、气短
选项D：胸部膨满，憋闷如塞
选项E：咳嗽、咳血、潮热、盗汗",C
中医内科,"题干描述：不属于肺痿虚热证的症状是
选项A：气急喘促
选项B：午后潮热
选项C：皮毛干燥
选项D：舌质淡
选项E：舌红而干",D
中医内科,"题干描述：肺痿上热下寒证的治疗方剂是
选项A：清金化痰汤
选项B：麻黄升麻汤
选项C：小青龙汤
选项D：泻白散
选项E：麦门冬汤",B
中医内科,"题干描述：肺痿的治疗原则是
选项A：疏风解表
选项B：温肺化饮
选项C：补肺生津
选项D：纳气定喘
选项E：止咳化痰",C
中医内科,"题干描述：肺痿的病位在肺，与（
）密切相关
选项A：脾、心、肾
选项B：脾、胃、肾
选项C：脾、肝、肾
选项D：脾、肾
选项E：脾、胃",B
中医内科,"题干描述：治疗肺痿之肾虚血瘀证，应首选的方剂是
选项A：麻黄升麻汤
选项B：甘草干姜汤
选项C：清燥救肺汤
选项D：七味都气丸合柴胡疏肝散
选项E：麦门冬汤",D
中医内科,"题干描述：王某，男性，75岁。反复咳喘30年多。现症：咳吐涎沫，其质清稀量多，不渴，短气不足以息，头眩，神疲乏力，食少，形寒，小便数，舌质淡，脉虚弱。其治疗应首选（
）
选项A：麻黄升麻汤
选项B：生姜甘草汤
选项C：清燥救肺汤
选项D：七味都气丸
选项E：麦门冬汤",B
中医内科,"题干描述：肺痿虚寒证的特点是
选项A：咳吐涎沫，咽干，下利泄泻，形寒肢凉
选项B：咳吐涎沫，短气，呼多吸少，动辄尤甚
选项C：咳吐黏稠涎沫，口渴咽燥，午后潮热，皮毛干枯
选项D：咳吐涎沫，神疲体弱，气短懒言，唇面青紫
选项E：咳吐清稀涎沫，形寒，小便频数或遗尿",E
中医内科,"题干描述：肺痿虚热证的特点是
选项A：咳吐涎沫，咽干，下利泄泻，形寒肢凉
选项B：咳吐涎沫，短气，呼多吸少，动辄尤甚
选项C：咳吐黏稠涎沫，口渴咽燥，午后潮热，皮毛干枯
选项D：咳吐涎沫，神疲体弱，气短懒言，唇面青紫
选项E：咳吐清稀涎沫，形寒，小便频数或遗尿",C
中医内科,"题干描述：肺痿虚热证，出现虚烦呕逆者，应加用
选项A：竹茹、竹叶
选项B：天花粉、川贝母
选项C：沙参、玉竹
选项D：地黄、当归
选项E：银柴胡、地骨皮",A
中医内科,"题干描述：肺痿虚热证，出现津伤甚者，应加用
选项A：竹茹、竹叶
选项B：天花粉、川贝母
选项C：沙参、玉竹
选项D：地黄、当归
选项E：银柴胡、地骨皮",C
中医内科,"题干描述：治疗心悸瘀阻心脉证，应首选的方剂是
选项A：桂枝甘草龙骨牡蛎汤合参附汤
选项B：黄连温胆汤合炙甘草汤
选项C：通窍活血汤合甘麦大枣汤
选项D：半夏泻心汤合当归活血饮
选项E：桃仁红花煎合桂枝甘草龙骨牡蛎汤",E
中医内科,"题干描述：下列选项中，不属于心悸诊断依据的是
选项A：伴有上下冲逆，发自少腹
选项B：劳倦、饱食等因素可诱发
选项C：自觉心中悸动不安，心搏异常
选项D：呈阵发性或持续不解
选项E：伴有胸闷不舒，易激动",A
中医内科,"题干描述：心悸的辨证，应首辨的要点是
选项A：脉象变化
选项B：外感内伤
选项C：虚实
选项D：寒热
选项E：表里",C
中医内科,"题干描述：下列选项中，不属心悸病理因素的是
选项A：寒凝
选项B：水饮
选项C：气滞
选项D：痰浊
选项E：血瘀",A
中医内科,"题干描述：下列选项中，属于心悸病因的是
选项A：先天遗传
选项B：久病入络
选项C：跌仆损伤
选项D：感受外邪
选项E：疫毒侵袭",D
中医内科,"题干描述：治疗心悸心血不足证，应首选
选项A：天王补心丹
选项B：安神定志丸
选项C：桂枝甘草龙骨牡蛎汤
选项D：归脾汤
选项E：朱砂安神丸",D
中医内科,"题干描述：下列何项不是惊悸与怔忡的鉴别要点
选项A：致病多由外因或内因引起
选项B：诱因常与惊恐、恼怒或劳累有关
选项C：全身情况较好或较差
选项D：病性属实或属虚
选项E：病位在肝或在心",E
中医内科,"题干描述：下列除哪项外，均是心悸的病机
选项A：心神不宁
选项B：胃失和降
选项C：心失所养
选项D：阴阳亏虚
选项E：邪扰心神",B
中医内科,"题干描述：心悸心血不足证的治法为
选项A：镇惊定志，养心安神
选项B：补血养心，益气安神
选项C：滋阴清火，养心安神
选项D：温补心阳，安神定悸
选项E：振奋心阳，宁心安神",B
中医内科,"题干描述：心悸心虚胆怯证的代表方是
选项A：安神定志丸
选项B：归脾汤
选项C：天王补心丹合朱砂安神丸
选项D：桂枝甘草龙骨牡蛎汤合参附汤
选项E：黄连温胆汤",A
中医内科,"题干描述：心悸心虚胆怯证的治法为
选项A：镇惊定志，养心安神
选项B：补血养心，益气安神
选项C：滋阴清火，养心安神
选项D：温补心阳，安神定悸
选项E：振奋心阳，宁心安神",A
中医内科,"题干描述：患者心悸气短，头晕目眩，失眠健忘，面色无华，倦怠乏力，纳呆食少，舌淡红，脉细弱。证机概要为
选项A：气血亏损，心虚胆怯，心神失养，神摇不安
选项B：心血亏耗，心失所养，心神不宁
选项C：肝肾阴虚，水不济火，心火内动，扰动心神
选项D：心阳虚衰，无以温养心神
选项E：脾肾阳虚，水饮内停，上凌于心，扰乱心神",B
中医内科,"题干描述：患者心悸不宁，善惊易恐，坐卧不安，不寐多梦而易惊醒，恶闻声响，食少纳呆，苔薄白，脉细略数或细弦。证机概要为
选项A：气血亏损，心虚胆怯，心神失养
选项B：心血亏耗，心失所养，心神不宁
选项C：肝肾阴虚，水不济火，心火内动
选项D：心阳虚衰，无以温养心神
选项E：脾肾阳虚，水饮内停，上凌于心",A
中医内科,"题干描述：患者心悸易惊，心烦失眠，五心烦热，口干，盗汗，思虑劳心则症状加重，伴耳呜腰酸，头晕目眩，急躁易怒，舌红少津，苔少或无，脉象细数。证机概要为
选项A：气血亏损，心虚胆怯，心神失养，神摇不安
选项B：心血亏耗，心失所养，心神不宁
选项C：肝肾阴虚，水不济火，心火内动，扰动心神
选项D：心阳虚衰，无以温养心神
选项E：脾肾阳虚，水饮内停，上凌于心，扰乱心神",C
中医内科,"题干描述：心悸心阳不振证的代表方宜首选
选项A：天王补心丹合朱砂安神丸
选项B：桂枝甘草龙骨牡蛎汤合参附汤
选项C：真武汤
选项D：黄连温胆汤
选项E：苓桂术甘汤",B
中医内科,"题干描述：心悸水饮凌心证的代表方宜首选
选项A：天王补心丹合朱砂安神丸
选项B：桂枝甘草龙骨牡蛎汤合参附汤
选项C：真武汤
选项D：黄连温胆汤
选项E：苓桂术甘汤",E
中医内科,"题干描述：心悸阴虚火旺证的代表方宜首选
选项A：安神定志丸
选项B：黄连温胆汤
选项C：天王补心丹合朱砂安神丸
选项D：桂枝甘草龙骨牡蛎汤合参附汤
选项E：归脾汤",C
中医内科,"题干描述：心悸心血不足证的代表方宜首选
选项A：安神定志丸
选项B：黄连温胆汤
选项C：天王补心丹合朱砂安神丸
选项D：桂枝甘草龙骨牡蛎汤合参附汤
选项E：归脾汤",E
中医内科,"题干描述：下列选项中，属于胸痹主症的是
选项A：胸胁胀痛，持续不解，多伴有咳唾
选项B：心下有气攻冲作痛
选项C：胸部闷痛甚则胸痛彻背，休息或用药后可缓解
选项D：自觉心中悸动不安，心搏异常
选项E：咳嗽，胸痛，脓血痰",C
中医内科,"题干描述：胸痹的辨证，应首辨的要点是
选项A：脉象变化
选项B：外感内伤
选项C：标本虚实
选项D：病情轻重
选项E：寒热虚实",D
中医内科,"题干描述：胸痹的辨证，应首辨的要点是
选项A：脉象变化
选项B：外感内伤
选项C：标本虚实
选项D：病情轻重
选项E：寒热虚实",D
中医内科,"题干描述：治疗胸痹心血瘀阻证，若伴气虚自汗者，可选用的方剂为
选项A：生脉散合失笑散
选项B：补中益气汤合当归活血饮
选项C：四君子汤合复方丹参滴丸
选项D：人参养营汤合桃红四物汤
选项E：补中益气汤合失笑散",D
中医内科,"题干描述：下列选项中，属于胸痹主症的是
选项A：胸胁胀痛，持续不解，多伴有咳唾
选项B：心下有气攻冲作痛
选项C：胸部闷痛甚则胸痛彻背，休息或用药后可缓解
选项D：自觉心中悸动不安，心搏异常
选项E：咳嗽，胸痛，脓血痰",C
中医内科,"题干描述：胸痹的辨证，应首辨的要点是
选项A：脉象变化
选项B：外感内伤
选项C：标本虚实
选项D：病情轻重
选项E：寒热虚实",D
中医内科,"题干描述：胸痹的主要病机为
选项A：气滞血瘀
选项B：寒凝气滞
选项C：痰瘀交阻
选项D：阳气虚衰
选项E：心脉痹阻",E
中医内科,"题干描述：胸痹总属本虚标实，下列哪项除外都为常见标实
选项A：气滞
选项B：痰浊
选项C：血瘀
选项D：阴寒
选项E：火邪",E
中医内科,"题干描述：胸痹心痛的病位在
选项A：肾
选项B：肝
选项C：脾
选项D：心
选项E：肺",D
中医内科,"题干描述：胸痹心痛发作时，疼痛可以放射到
选项A：右胸
选项B：肩背
选项C：左胁下
选项D：右胁下
选项E：背正中",B
中医内科,"题干描述：患者胸闷气短，甚则胸痛彻背，心悸汗出，腰酸乏力，畏寒肢冷，唇甲淡白，舌淡白，脉沉微欲绝。治疗应首选
选项A：参附汤合右归饮
选项B：人参养营汤合左归饮
选项C：炙甘草汤合生脉散
选项D：苓桂术甘汤合左归丸
选项E：苏合香丸合左归饮",A
中医内科,"题干描述：患者，女性，60岁，有冠心病病史半年，昨日与邻居发生口角后即感觉心痛阵作，痛无定处，脘腹胀闷，嗳气较舒，苔白，脉细弦。治疗主方选
选项A：柴胡疏肝散
选项B：丹栀逍遥散
选项C：当归四逆散
选项D：甘麦大枣汤
选项E：栝蒌薤白半夏汤",A
中医内科,"题干描述：患者心胸疼痛剧烈，如刺如绞，痛有定处，伴有胸闷，日久不愈，可因暴怒而加重，舌质紫暗，脉弦涩。证属
选项A：痰浊痹阻
选项B：寒凝心脉
选项C：气滞心胸
选项D：心血瘀阻
选项E：心阳不振",D
中医内科,"题干描述：患者胸痛剧烈，心痛彻背，背痛彻心，痛无休止，身寒肢冷，气短喘息，脉沉紧。治宜选用
选项A：乌头赤石脂丸
选项B：血府逐瘀汤
选项C：冠心苏合丸
选项D：瓜萎薤白半夏汤
选项E：天王补心丹",A
中医内科,"题干描述：胸痹气阴两虚证，其临床特点是
选项A：胸部刺痛，入夜尤甚
选项B：胸闷隐痛，时作时止
选项C：胸闷如窒，气短喘促
选项D：胸闷气短，畏寒肢冷
选项E：胸痛彻背，感寒痛甚",B
中医内科,"题干描述：胸痹阴寒凝滞证，其临床特点是
选项A：胸部刺痛，入夜尤甚
选项B：胸闷隐痛，时作时止
选项C：胸闷如窒，气短喘促
选项D：胸闷气短，畏寒肢冷
选项E：胸痛彻背，感寒痛甚",E
中医内科,"题干描述：真心痛正虚阳脱证的治法为
选项A：回阳救逆，益气固脱
选项B：益气活血，通脉止痛
选项C：温补心阳，散寒通脉
选项D：通阳散结，豁痰宣痹
选项E：活血化瘀，通脉止痛",A
中医内科,"题干描述：真心痛寒凝心脉的主治方剂
选项A：保元汤
选项B：血府逐瘀汤
选项C：四逆散
选项D：当归四逆汤
选项E：当归补血汤",D
中医内科,"题干描述：真心痛的症状特点是
选项A：自觉心中悸动
选项B：胸部膨满
选项C：剧烈持久的胸骨后疼痛
选项D：两胁胀痛
选项E：心下痞满",C
中医内科,"题干描述：关于真心痛气虚血瘀证临床表现，错误的是
选项A：心胸刺痛
选项B：动则加重
选项C：短气乏力
选项D：舌质暗淡
选项E：脉微欲绝",E
中医内科,"题干描述：真心痛其本在
选项A：肾
选项B：心
选项C：脾
选项D：肺
选项E：肝",A
中医内科,"题干描述：孙某，女，50岁。有胸闷病史3年，近日来心胸刺痛，胸部闷窒，动则加重，短气乏力，舌体胖大，边有齿痕，舌质暗淡，舌苔薄白，脉弦细无力。其治疗应首选的方剂是
选项A：天王补心丹合炙甘草汤
选项B：生脉散合人参养荣汤
选项C：枳实薤白桂枝汤合当归四逆汤
选项D：桂枝甘草龙骨牡蛎汤合参附汤
选项E：保元汤合血府逐瘀汤",E
中医内科,"题干描述：张某，男，65岁，有冠心病史6年。今日突然心胸绞痛，胸中有窒息感，心慌，面色苍白，大汗淋漓，四肢厥冷，舌淡少苔，脉疾数无力。此证的治法是
选项A：温补心阳，散寒通脉
选项B：益气活血，通脉止痛
选项C：回阳救逆，益气固脱
选项D：滋阴清火，养心和络
选项E：益气养阴，活血通脉",C
中医内科,"题干描述：真心痛发作期治疗原则为
选项A：疏理气机，活血化瘀
选项B：辛温通阳，泄浊豁痰
选项C：镇心安神，益气养阴
选项D：急则治标，速效止痛
选项E：补气活血，温阳通脉",D
中医内科,"题干描述：真心痛缓解期治疗原则为
选项A：疏理气机，活血化瘀
选项B：辛温通阳，泄浊豁痰
选项C：镇心安神，益气养阴
选项D：急则治标，速效止痛
选项E：补气活血，温阳通脉",E
中医内科,"题干描述：治疗不寐痰热扰心证，首选的方剂是
选项A：羚角钩藤汤
选项B：黄连温胆汤
选项C：涤痰汤
选项D：礞石滚痰丸
选项E：半夏白术天麻汤",B
中医内科,"题干描述：不寐的治疗原则为
选项A：先治其标，后治其本
选项B：补虚扶正，充髓养脑
选项C：益气养血，补益肝肾
选项D：清热化痰，安神定志
选项E：补虚泻实，调整阴阳",E
中医内科,"题干描述：不寐的辨证，应首辨的要点是
选项A：寒热
选项B：久暂
选项C：病位
选项D：虚实
选项E：标本",D
中医内科,"题干描述：不寐的病机总属
选项A：邪扰心神，心神不宁
选项B：气血阴阳亏虚，心失所养
选项C：阴虚火旺，心肾不交
选项D：脾虚不运，心神失养
选项E：阳盛阴衰，阴阳失交",E
中医内科,"题干描述：不寐之心肾不交证的主治方剂是
选项A：归脾汤
选项B：龙胆泻肝汤
选项C：黄连温胆汤
选项D：六味地黄丸合交泰丸
选项E：安神定志丸合酸枣仁汤",D
中医内科,"题干描述：不寐的病位主要在
选项A：心
选项B：脑
选项C：肝
选项D：脾
选项E：肾",A
中医内科,"题干描述：失眠患者心烦、心悸、梦遗失精者，加用肉桂的目的是
选项A：温补肾阳
选项B：健脾和胃
选项C：温经散寒
选项D：温通心阳
选项E：引火归原",E
中医内科,"题干描述：将朱砂安神丸改汤剂治疗失眠时朱砂宜
选项A：先下
选项B：后下
选项C：同煎
选项D：冲服
选项E：减去",D
中医内科,"题干描述：不寐之心脾两虚证的主治方剂是
选项A：归脾汤
选项B：龙胆泻肝汤
选项C：黄连温胆汤
选项D：六味地黄丸合交泰丸
选项E：安神定志丸合酸枣仁汤",A
中医内科,"题干描述：患者不寐多梦，甚则彻夜不眠，急躁易怒，伴头晕头胀，目赤耳鸣，口干而苦，不思饮食，便秘溲赤，舌红苔黄，脉弦而数。其治法是
选项A：清化痰热，和中安神
选项B：补益心脾，养血安神
选项C：疏肝泻火，镇心安神
选项D：清肝利胆，安神定志
选项E：清心凉肝，镇惊宁神",C
中医内科,"题干描述：患者心烦不寐，胸闷脘痞，泛恶嗳气，伴口苦，头重，目眩，舌偏红，苔黄腻，脉滑数。其治法是
选项A：清心宁神，养阴除烦
选项B：养阴生津，除烦宁神
选项C：清火除烦，宁心安神
选项D：清化痰热，和中安神
选项E：滋阴宁心，镇惊安神",D
中医内科,"题干描述：患者胸闷，心烦不寐，泛恶嗳气，头重目眩，口苦，舌红苔黄腻，脉滑数。证属
选项A：阴虚火旺
选项B：心火炽盛
选项C：肝郁化火
选项D：痰热扰心
选项E：心胆气虚",D
中医内科,"题干描述：睡眠深度不够常表现为
选项A：入睡困难
选项B：醒后不能再睡
选项C：彻夜不寐
选项D：醒后不能消除疲劳
选项E：睡眠多梦",E
中医内科,"题干描述：最严重的睡眠时间不足为
选项A：入睡困难
选项B：醒后不能再睡
选项C：彻夜不寐
选项D：醒后不能消除疲劳
选项E：睡眠多梦",C
中医内科,"题干描述：阳明头痛，可选用的引经药是
选项A：羌活、蔓荆子
选项B：羌活、川芎
选项C：葛根、白芷
选项D：柴胡、川芎
选项E：吴茱萸、藁本",C
